No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings,Target Price,IPO Date
4761,YHOO,Yahoo! Inc.,Technology,Internet Information Providers,USA,45.46B,-,66.87,-,8.40,1.31,6.58,52.09,-,-,-0.02,95.10%,1.69%,-17.90%,4.70%,0.70%,198.40%,22.10%,943.04M,884.67M,0.40%,-0.95%,83.50%,0.44%,6.40%,8.85,0.00%,0.00%,-1.60%,6.90,6.90,0.04,0.04,45.30%,-9.90%,-0.30%,1.45%,3.06%,8.53%,14.57%,31.76%,24.67%,1.67,0.58,0.77%,1.16%,2.27%,3.74%,12.63%,-0.54%,8.00%,-0.54%,37.55%,63.86,-0.50%,0.19%,2.40,6.39M,0.77,48.21,-0.31%,"4,925,424",Apr 18/a,51.38,
4760,YGE,Yingli Green Energy Holding Company Limited,Technology,Semiconductor - Specialized,China,48.62M,-,-,-,0.04,-,0.39,-,-,-,-129.67,96.40%,2.90%,11.30%,-,-10.60%,87.10%,-3.30%,18.28M,1.80M,83.40%,0.00%,10.70%,-,27.71%,3.57,-12.90%,31.10%,-50.50%,0.50,0.40,-,-,7.30%,-19.30%,-24.10%,-1.48%,23.15%,-6.34%,-32.32%,-46.26%,2.31%,2.39,0.19,4.49%,8.46%,-2.47%,5.68%,-17.97%,-20.60%,43.78%,-49.04%,43.78%,50.55,-0.37%,-0.74%,3.30,139.53K,0.15,2.66,-1.12%,"21,290",May 10/b,3.60,
4759,YEXT,"YEXT, INC.",Technology,Internet Software & Services,USA,1.29B,-,-,-,10.38,-,-,-,-,-,-0.51,-62.90%,-,-,-,-,-76.40%,38.90%,86.92M,58.73M,18.50%,-,43.70%,-,-,-,-,-,35.20%,-,-,-,-,70.30%,-34.60%,-34.70%,10.42%,-,-,-,-,9.52%,-,0.55,3.28%,-,7.06%,7.06%,7.06%,0.00%,12.30%,0.00%,12.30%,-,0.82%,0.62%,-,818.42K,0.49,14.84,1.44%,"398,198",-,-,
4758,YELP,Yelp Inc.,Technology,Internet Information Providers,USA,2.77B,-,93.18,-,3.88,3.46,5.77,30.93,-,-,-0.07,86.30%,375.00%,26.50%,35.33%,53.60%,135.50%,26.70%,78.18M,72.48M,0.80%,-62.63%,80.60%,0.18%,10.92%,3.13,-0.60%,-0.60%,-0.80%,9.30,9.30,0.00,0.00,91.50%,-0.70%,-0.70%,5.73%,8.02%,-16.51%,5.73%,68.54%,-7.13%,1.89,0.88,2.44%,2.46%,6.51%,5.40%,-2.47%,-3.65%,12.06%,-18.43%,73.49%,63.91,-1.83%,0.17%,2.70,2.53M,0.79,35.41,-1.67%,"1,993,728",May 04/a,41.05,
4757,YECO,Yulong Eco-Materials,Industrial Goods,General Building Materials,China,7.20M,0.61,-,-,0.14,0.10,-,-,-,-,0.98,-,-,-,-,-,24.30%,7.20%,12.00M,5.37M,41.47%,0.00%,0.50%,-,0.20%,0.25,-,-,-,-,-,-,-,-,-,-,36.36%,-32.58%,-42.31%,-63.69%,-85.04%,-31.43%,-,0.10,18.73%,27.84%,7.38%,-24.38%,-60.55%,-46.43%,94.55%,-86.21%,94.55%,49.05,4.35%,0.00%,-,42.33K,0.88,0.60,4.35%,"37,400",-,6.40,
4756,Y,Alleghany Corporation,Financial,Property & Casualty Insurance,USA,9.37B,20.64,19.21,2.43,1.52,1.19,15.77,12.18,-,0.00%,29.58,-16.10%,1.98%,12.80%,8.50%,44.40%,-55.00%,6.40%,15.34M,14.80M,1.00%,-2.90%,83.10%,-0.39%,0.62%,1.98,1.90%,5.80%,5.80%,-,-,0.19,0.19,-,11.80%,7.40%,1.25%,-0.38%,-0.03%,18.87%,18.58%,0.42%,0.90,10.53,1.47%,1.60%,-0.07%,-2.50%,6.01%,-8.47%,2.00%,-8.47%,19.71%,43.81,-0.43%,-0.49%,2.30,46.59K,0.95,610.70,-0.92%,"44,277",May 04/a,1.00,
4755,XYL,Xylem Inc.,Industrial Goods,Diversified Machinery,USA,9.22B,35.60,19.65,2.54,2.45,4.21,29.94,35.34,1.40%,42.70%,1.44,-22.80%,14.29%,-0.80%,14.03%,-0.20%,-56.30%,10.20%,179.40M,178.61M,0.20%,-1.68%,92.80%,7.97%,2.33%,2.71,4.90%,11.90%,7.20%,1.50,1.10,0.96,1.08,38.70%,10.80%,6.90%,1.50%,4.09%,3.10%,6.99%,23.59%,4.21%,1.18,0.80,1.10%,1.51%,2.11%,4.38%,3.92%,-1.19%,9.50%,-6.16%,27.27%,59.45,-0.48%,0.08%,2.30,1.54M,0.80,51.41,-0.41%,"1,225,286",May 02/b,55.14,
4754,XXII,"22nd Century Group, Inc.",Healthcare,Biotechnology,USA,126.00M,-,-,-,10.24,5.19,9.33,-,-,-,-0.15,10.40%,10.00%,-23.10%,-,64.70%,23.50%,13.80%,90.00M,73.00M,1.10%,-,8.70%,0.04%,5.48%,4.37,-54.20%,-65.10%,-46.30%,5.20,4.20,0.00,0.01,-3.50%,-93.40%,-94.30%,0.72%,16.67%,53.69%,2.19%,66.67%,28.44%,2.96,0.08,6.21%,6.66%,5.26%,25.08%,30.01%,-9.68%,59.09%,-18.13%,91.78%,63.87,1.45%,0.73%,2.00,914.51K,0.46,1.40,2.19%,"419,188",Mar 16/a,3.50,
4753,XXIA,Ixia,Technology,Internet Software & Services,USA,1.63B,-,22.33,-,3.36,3.17,-,-,-,-,-0.42,22.70%,8.60%,-2.87%,8.00%,-,-,-7.40%,82.87M,76.86M,23.61%,-0.64%,70.80%,-16.84%,1.33%,0.74,-,-,-,-,-,-,-,-,-,-,0.26%,0.36%,16.27%,64.85%,91.33%,22.05%,-,0.06,0.26%,0.29%,0.14%,0.39%,31.76%,0.00%,1.55%,0.00%,115.93%,55.50,0.00%,0.00%,3.50,1.38M,1.28,19.65,0.00%,0,May 23/a,16.77,
4752,XTNT,"Xtant Medical Holdings, Inc.",Healthcare,Medical Appliances & Equipment,USA,9.49M,-,-,-,0.11,-,3.65,-,-,-,-1.55,-540.70%,41.20%,-14.80%,20.00%,24.50%,-132.20%,9.90%,18.98M,13.12M,2.20%,-,14.80%,-167.11%,7.82%,1.29,-13.70%,837.80%,-6.10%,1.60,0.70,-,-,69.20%,-8.30%,-21.70%,-12.13%,-22.64%,31.58%,-40.48%,-79.08%,-9.09%,0.96,0.06,7.26%,9.34%,-10.81%,-10.06%,-41.82%,-57.63%,42.86%,-81.06%,72.41%,44.76,-3.85%,1.96%,2.30,792.10K,0.29,0.50,-1.96%,"227,963",-,2.75,
4751,XTLY,Xactly Corp,Technology,Business Software & Services,USA,369.81M,-,-,-,3.87,72.50,8.91,-,-,-,-0.55,33.90%,53.30%,-,20.00%,-,35.30%,17.40%,31.88M,28.51M,1.40%,-62.69%,77.40%,-8.92%,4.10%,8.04,-19.50%,-237.80%,-89.00%,1.00,1.00,0.83,2.56,60.80%,-16.90%,-17.70%,0.87%,-1.69%,-3.33%,-10.08%,44.82%,5.45%,-,0.26,1.69%,2.23%,0.32%,-1.80%,-8.56%,-8.30%,5.94%,-27.95%,50.45%,46.43,-0.85%,0.00%,1.70,145.42K,0.34,11.60,-0.85%,"50,010",Mar 08/a,16.45,
4750,XTLB,XTL Biopharmaceuticals Ltd.,Healthcare,Biotechnology,Israel,13.45M,-,-,-,-,2.69,-,-,-,-,-6.35,-78.40%,-,-4.40%,-,-,-,-,5.00M,4.88M,1.00%,0.00%,3.70%,-,2.98%,1.12,-,-,-,-,-,-,-,-,-,-,2.28%,4.67%,284.29%,203.47%,146.79%,323.89%,-0.19,0.19,5.21%,7.96%,4.80%,8.62%,104.47%,-42.77%,39.38%,-42.77%,427.45%,61.30,-0.41%,-1.05%,2.00,129.94K,0.03,2.69,-1.47%,"3,725",Apr 06,30.00,
4749,XRX,Xerox Corporation,Technology,Information Technology Services,USA,7.28B,12.31,8.30,27.60,0.68,1.52,3.27,18.52,3.48%,-,0.58,-23.70%,0.81%,-7.90%,0.45%,-13.20%,-23.70%,-6.10%,1.01B,950.52M,0.40%,-2.29%,85.20%,0.12%,1.58%,1.50,-2.20%,-6.20%,6.30%,1.50,1.30,1.10,1.32,39.60%,7.10%,-4.70%,3.90%,-1.10%,3.90%,15.07%,14.84%,26.13%,1.27,0.15,3.06%,1.94%,1.30%,-0.40%,9.12%,-5.69%,7.96%,-5.69%,26.71%,55.02,0.70%,0.28%,2.10,9.97M,0.91,7.19,0.98%,"9,091,489",Apr 25/b,8.44,
4748,XRM,"Xerium Technologies, Inc.",Industrial Goods,Diversified Machinery,USA,113.76M,-,10.47,-,0.24,-,8.89,4.99,-,-,-1.35,-382.60%,57.91%,-35.00%,5.00%,-4.30%,-38.30%,-1.80%,16.00M,14.48M,1.80%,0.00%,80.50%,-0.35%,0.93%,3.65,-3.80%,18.70%,6.90%,1.50,0.90,-,-,37.70%,7.30%,-4.60%,5.96%,26.06%,32.16%,-13.61%,28.80%,26.51%,1.80,0.27,3.62%,4.38%,7.96%,23.26%,6.76%,0.14%,51.92%,-22.38%,55.92%,72.15,0.85%,0.14%,2.00,37.05K,0.83,7.11,0.99%,"30,885",May 01/a,13.00,
4747,XRAY,DENTSPLY SIRONA Inc.,Healthcare,Medical Instruments & Supplies,USA,14.48B,31.73,19.66,3.78,3.87,1.80,37.59,38.85,0.55%,15.30%,1.99,10.10%,12.96%,2.60%,8.39%,8.10%,11.10%,48.50%,228.98M,228.63M,0.60%,-31.06%,99.20%,0.01%,2.85%,4.59,3.70%,5.20%,4.60%,2.40,1.80,0.19,0.19,53.40%,12.10%,11.50%,1.14%,0.48%,11.95%,13.54%,5.38%,9.70%,1.28,0.83,1.05%,1.27%,1.08%,0.94%,5.02%,-2.27%,6.70%,-3.43%,15.27%,53.44,0.03%,-0.39%,2.10,1.42M,0.79,63.24,-0.36%,"1,118,338",May 19/b,67.33,
4746,XRA,Exeter Resource Corporation,Basic Materials,Gold,Canada,144.49M,-,-,-,-,11.86,11.11,-,-,-,-0.05,33.10%,-,28.10%,-,-,33.30%,-,87.04M,80.97M,7.10%,-,34.30%,3.21%,0.75%,1.31,-30.70%,-31.30%,-,32.20,32.20,0.00,0.00,-,-,-,-7.26%,-6.74%,74.74%,45.61%,72.92%,121.33%,-0.01,0.08,4.36%,3.61%,-5.76%,16.97%,42.80%,-12.17%,64.36%,-12.17%,151.52%,51.80,1.84%,-1.21%,3.00,464.21K,1.91,1.66,0.61%,"884,951",Apr 06,1.74,
4745,XPO,"XPO Logistics, Inc.",Services,Air Delivery & Freight Services,USA,5.47B,100.18,17.68,2.49,0.37,2.06,14.66,38.54,-,0.00%,0.49,119.80%,56.09%,16.00%,40.25%,141.70%,137.60%,10.00%,110.80M,109.75M,0.60%,0.00%,98.10%,0.00%,11.70%,10.64,0.50%,2.40%,5.30%,1.10,1.10,1.78,1.84,46.10%,2.90%,0.40%,2.02%,4.66%,6.63%,43.45%,58.76%,14.43%,1.93,1.35,2.19%,2.53%,3.51%,1.31%,19.96%,-9.71%,10.96%,-9.71%,122.18%,54.00,-2.31%,0.14%,1.80,1.21M,0.67,49.39,-2.18%,"808,593",May 03/a,60.33,
4744,XPLR,Xplore Technologies Corp.,Technology,Diversified Computer Systems,USA,21.18M,-,65.00,-,0.26,0.72,5.17,-,-,-,-0.28,-217.40%,111.10%,73.20%,10.00%,41.40%,-70.60%,-9.30%,10.86M,10.53M,0.20%,-77.54%,38.90%,-1.03%,0.33%,0.85,-5.70%,-10.20%,3.40%,1.70,1.00,0.00,0.17,28.80%,-3.10%,-3.80%,-1.27%,-4.88%,-19.75%,-9.30%,-38.49%,-3.47%,1.48,0.11,7.20%,5.91%,0.06%,-4.93%,-12.34%,-14.47%,10.17%,-41.79%,10.17%,48.16,-3.94%,1.00%,2.30,40.93K,0.70,1.95,-2.99%,"28,643",May 04/a,4.80,
4743,XPL,Solitario Exploration & Royalty Corp.,Basic Materials,Gold,USA,29.77M,-,-,-,-,1.71,1.78,-,-,-,-0.04,49.80%,-,15.70%,-,-,220.50%,-,38.66M,32.99M,13.50%,0.00%,7.60%,0.03%,0.11%,0.54,-9.70%,-9.80%,-,133.30,133.30,0.00,0.00,-,-,-,-7.23%,-9.41%,10.00%,22.22%,54.77%,24.19%,1.65,0.05,9.58%,5.33%,-6.88%,-4.76%,4.35%,-15.38%,13.19%,-18.95%,79.07%,41.11,-2.53%,0.00%,2.00,67.47K,4.18,0.77,-2.53%,"282,057",Mar 23,1.40,
4742,XOXO,XO Group Inc.,Services,"Specialty Retail, Other",USA,460.34M,37.10,32.87,2.47,3.03,2.54,4.36,19.93,-,0.00%,0.47,120.90%,50.85%,18.40%,15.00%,4.10%,256.30%,7.60%,26.23M,24.74M,4.30%,0.00%,84.20%,0.06%,0.73%,1.50,6.00%,7.20%,7.00%,4.30,4.30,0.00,0.00,93.60%,11.70%,8.00%,1.56%,3.91%,-8.12%,-4.72%,-2.99%,-9.77%,0.91,0.34,1.99%,1.92%,1.72%,1.03%,-4.74%,-6.60%,17.08%,-16.39%,17.08%,58.39,-0.96%,0.00%,2.20,119.83K,0.96,17.55,-0.96%,"114,947",May 30/a,19.65,
4741,XONE,The ExOne Company,Industrial Goods,Diversified Machinery,USA,158.61M,-,-,-,3.32,1.84,5.71,-,-,-,-0.92,48.90%,85.70%,-2.70%,46.49%,25.60%,-90.00%,-9.90%,15.72M,9.53M,1.50%,-0.53%,25.30%,6.42%,25.32%,16.68,-13.00%,-15.50%,-16.10%,3.50,2.40,0.02,0.02,29.60%,-30.10%,-30.50%,3.38%,-1.18%,3.70%,-17.63%,-24.31%,8.03%,3.26,0.37,3.84%,3.68%,2.90%,0.92%,-10.31%,-8.52%,9.08%,-37.52%,11.74%,53.64,-0.20%,0.00%,2.00,144.57K,0.69,10.09,-0.20%,"100,376",May 10/a,14.50,
4740,XON,Intrexon Corporation,Healthcare,Biotechnology,USA,2.47B,-,-,-,12.95,4.42,10.42,-,-,-,-1.58,-107.90%,38.20%,39.10%,-,87.80%,-32.60%,10.80%,118.58M,118.23M,0.30%,-,87.10%,0.18%,16.47%,16.37,-18.90%,-30.50%,-21.30%,3.30,3.10,0.01,0.02,67.70%,-65.60%,-97.70%,3.32%,3.02%,-3.52%,-21.06%,-22.38%,-14.24%,1.48,0.77,3.33%,3.71%,4.62%,-0.88%,-17.31%,-13.17%,13.20%,-36.66%,13.20%,54.57,-3.20%,0.28%,2.00,1.19M,0.46,20.84,-2.93%,"542,066",May 31/a,38.43,
4739,XOMA,XOMA Corporation,Healthcare,Biotechnology,USA,50.32M,-,-,-,8.99,-,1.96,-,-,-,-8.88,-154.10%,27.00%,15.60%,19.00%,-37.50%,-167.70%,-99.00%,7.24M,7.24M,1.10%,-23.86%,31.00%,114.90%,10.53%,4.33,-148.10%,201.30%,-,0.80,0.80,-,-,-,-,-,-10.09%,0.14%,57.95%,27.29%,-60.51%,64.69%,3.15,0.51,6.76%,6.66%,1.27%,14.75%,-6.87%,-14.51%,54.44%,-62.63%,75.51%,54.90,0.00%,-0.14%,3.00,176.01K,0.54,6.95,-0.14%,"95,811",Mar 16/b,9.00,
4738,XOM,Exxon Mobil Corporation,Basic Materials,Major Integrated Oil & Gas,USA,343.95B,43.50,17.63,1.28,1.57,2.04,94.05,-,3.67%,158.80%,1.88,-51.20%,18.38%,-25.90%,34.00%,-14.10%,-39.50%,1.20%,4.21B,4.21B,0.30%,-0.62%,51.80%,0.10%,0.63%,2.18,2.30%,4.60%,0.60%,0.90,0.60,0.17,0.26,28.10%,0.40%,3.60%,1.19%,-0.45%,-3.64%,-4.55%,-3.96%,-8.71%,0.89,0.91,0.85%,1.09%,-0.39%,-0.33%,-3.87%,-3.09%,1.68%,-12.26%,1.68%,48.07,-0.98%,1.48%,3.00,12.18M,0.98,81.65,0.48%,"11,898,853",Apr 28/b,87.36,
4737,XOG,"EXTRACTION OIL & GAS, LLC",Basic Materials,Independent Oil & Gas,USA,2.73B,-,28.87,-,9.82,1.51,4.64,-,-,-,-3.05,-818.00%,384.20%,-,45.00%,-,-373.10%,-52.10%,174.48M,160.41M,8.40%,-,85.10%,4.56%,6.04%,8.45,-24.20%,-67.20%,-13.30%,2.40,2.40,0.33,0.33,70.20%,-,-,-6.46%,-14.06%,-18.49%,-27.51%,-,-21.91%,-,0.73,4.34%,4.24%,-11.52%,-10.86%,-18.78%,-18.57%,6.03%,-37.60%,6.03%,31.20,-2.98%,1.07%,1.60,1.15M,0.60,15.65,-1.94%,"683,580",May 09/a,24.40,
4736,XNY,China Xiniya Fashion Limited,Consumer Goods,Textile - Apparel Clothing,China,22.34M,-,-,-,0.56,0.25,-,-,-,-,-7.54,-251.70%,-,-32.80%,-,-12.10%,-890.90%,-86.00%,14.41M,13.23M,-,-,20.30%,-,0.22%,0.99,-,-,-82.00%,5.20,4.40,0.00,0.00,-,-,-,2.65%,4.03%,5.44%,3.33%,26.12%,18.32%,1.80,0.08,5.53%,6.18%,2.58%,5.71%,5.72%,-8.82%,24.00%,-57.53%,91.36%,58.94,0.75%,-0.75%,-,29.61K,2.61,1.55,0.00%,"77,252",-,2.07,
4735,XNET,XUNLEI LTD,Technology,Application Software,China,244.78M,-,-,-,1.57,0.58,0.64,-,-,-,-0.36,-,-,-,19.00%,13.80%,-76.30%,12.00%,68.47M,63.95M,11.20%,0.00%,16.50%,15.22%,0.10%,0.75,-4.60%,-5.70%,-7.90%,4.40,4.40,0.00,0.00,48.60%,-21.50%,-15.40%,0.14%,-6.66%,-7.62%,-31.12%,-46.64%,-7.38%,-,0.10,2.24%,2.73%,-4.28%,-4.80%,-20.99%,-14.88%,1.85%,-47.81%,1.85%,40.05,-0.97%,0.28%,2.00,86.60K,0.34,3.58,-0.69%,"29,715",Mar 08/b,12.00,
4734,XNCR,XENCOR INC,Healthcare,Biotechnology,USA,1.18B,45.60,-,-,13.50,3.48,9.08,12.90,-,0.00%,0.56,223.60%,-27.60%,27.40%,-,66.50%,-211.10%,-70.60%,46.03M,39.14M,0.40%,-43.11%,75.90%,0.10%,5.05%,8.62,7.40%,10.70%,6.90%,1.30,1.30,0.00,0.00,-,25.70%,27.00%,10.17%,10.12%,13.58%,27.46%,99.15%,-2.47%,2.16,0.89,3.43%,3.54%,9.37%,7.07%,10.28%,-10.37%,16.26%,-12.63%,134.34%,65.59,-0.50%,0.12%,1.60,229.34K,0.38,25.67,-0.39%,"87,578",May 30/a,31.20,
4733,XLRN,ACCELERON PHARMA INC,Healthcare,Biotechnology,USA,1.27B,-,-,-,45.53,5.55,9.06,-,-,-,-1.52,20.60%,13.70%,-31.70%,-,-19.30%,35.00%,-10.50%,38.33M,32.04M,2.40%,-39.25%,95.90%,0.91%,9.54%,7.76,-21.20%,-23.80%,-29.30%,9.10,9.10,0.00,0.00,-,-,-,17.84%,22.84%,37.70%,22.66%,9.66%,29.39%,1.73,1.37,6.36%,4.32%,18.24%,18.86%,9.79%,-3.53%,33.63%,-20.80%,43.13%,75.39,0.89%,0.12%,1.70,393.78K,1.11,33.02,1.01%,"435,828",May 31/b,44.08,
4732,XLNX,"Xilinx, Inc.",Technology,Semiconductor - Integrated Circuits,USA,15.84B,27.63,26.19,3.19,6.85,6.37,4.87,44.69,2.09%,53.60%,2.28,-12.70%,5.66%,-3.10%,8.66%,-1.30%,2.70%,3.40%,250.98M,248.03M,0.20%,-21.25%,99.90%,0.98%,6.08%,5.67,12.60%,23.80%,14.00%,3.90,3.70,0.40,0.64,69.80%,30.50%,26.60%,9.40%,8.77%,8.51%,27.03%,49.88%,5.13%,1.16,1.34,2.47%,1.77%,9.51%,7.71%,15.23%,-2.76%,14.77%,-2.76%,56.01%,69.69,-1.34%,-0.67%,2.70,2.66M,1.53,63.11,-2.00%,"4,066,169",Apr 26/a,60.29,
4731,XL,XL Group Ltd,Financial,Property & Casualty Insurance,Ireland,11.14B,26.07,10.37,0.85,1.05,1.03,3.25,16.09,2.10%,49.10%,1.61,-62.40%,26.26%,24.80%,30.61%,9.10%,47.50%,14.10%,266.30M,263.97M,0.50%,-34.56%,97.90%,0.02%,2.78%,4.57,0.70%,3.80%,5.30%,-,-,0.24,0.24,-,7.20%,4.10%,3.56%,3.98%,11.29%,25.50%,31.55%,12.93%,0.99,0.66,2.06%,1.45%,3.49%,3.75%,14.95%,-3.84%,6.98%,-3.84%,41.16%,60.42,-2.47%,0.00%,-,1.60M,1.53,41.85,-2.47%,"2,455,640",Apr 26/a,-,
4730,XIN,"Xinyuan Real Estate Co., Ltd.",Financial,Real Estate Development,China,303.60M,2.54,-,-,0.19,0.86,0.49,-,8.58%,10.50%,1.83,16.80%,-,-4.70%,-,17.80%,-32.50%,22.20%,65.15M,32.86M,-,-,22.60%,-0.05%,0.38%,0.89,1.80%,7.90%,2.70%,1.90,0.80,1.36,2.35,22.90%,10.70%,4.70%,-1.48%,6.15%,-12.92%,-12.15%,-0.27%,-4.14%,1.36,0.13,2.27%,2.66%,3.19%,0.25%,-10.50%,-10.29%,9.39%,-31.32%,9.39%,52.86,-2.10%,0.85%,-,140.80K,0.82,4.66,-1.27%,"115,766",May 16/b,-,
4729,XHR,"Xenia Hotels & Resorts, Inc.",Financial,REIT - Hotel/Motel,USA,1.87B,21.80,44.20,-,1.96,1.15,8.64,-,6.30%,137.20%,0.80,-0.20%,-8.14%,30.90%,-,12.90%,-17.60%,-11.60%,106.90M,106.68M,0.20%,20.64%,63.60%,0.47%,1.22%,3.32,2.90%,5.30%,3.70%,-,-,0.66,0.66,60.80%,11.20%,9.00%,0.06%,4.55%,-6.01%,15.82%,21.54%,-8.58%,-,0.37,2.44%,2.18%,1.50%,2.34%,3.73%,-5.16%,9.53%,-10.28%,25.88%,53.67,-2.46%,0.11%,2.60,392.66K,1.17,17.46,-2.35%,"460,576",May 09/b,18.00,
4728,XGTI,"xG Technology, Inc.",Technology,Wireless Communications,USA,15.56M,-,-,-,3.62,0.01,1.71,-,-,-,-106.06,98.60%,-1233.30%,-,20.00%,113.00%,-,133.30%,10.88M,9.81M,3.10%,-49.00%,6.80%,115.80%,12.88%,1.60,-,-,-155.50%,2.50,2.00,0.16,0.17,52.60%,-,-,-4.03%,-9.49%,-16.37%,262.03%,48.96%,5.93%,4.08,0.09,3.32%,5.95%,-3.77%,-7.24%,46.90%,-21.86%,5.15%,-71.30%,469.72%,39.47,-2.72%,-0.68%,2.00,791.55K,0.29,1.43,-3.38%,"232,521",May 22,3.50,
4727,XENT,"INTERSECT ENT, INC.",Healthcare,Medical Appliances & Equipment,USA,543.63M,-,-,-,6.91,4.75,5.23,-,-,-,-0.89,12.80%,46.80%,-,-,-,17.70%,28.70%,28.61M,27.57M,2.90%,-6.87%,81.10%,0.09%,2.92%,3.76,-19.00%,-21.20%,-22.80%,8.70,8.30,0.00,0.00,83.50%,-33.20%,-32.00%,8.26%,9.20%,43.40%,22.19%,-5.19%,57.02%,-,0.72,3.61%,4.00%,11.80%,20.87%,32.84%,1.74%,52.00%,-7.95%,148.37%,76.87,1.88%,0.27%,1.70,213.89K,0.95,19.00,2.15%,"202,878",May 02/a,19.78,
4726,XENE,Xenon Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,70.90M,-,-,-,39.39,1.11,1.10,-,-,-,-1.49,-34.60%,69.70%,-10.90%,-,-23.60%,-22.40%,-87.50%,17.95M,15.34M,1.90%,-8.09%,65.20%,-3.62%,0.80%,0.77,-35.70%,-37.70%,-38.80%,18.70,18.70,0.00,0.00,-,-,-,5.33%,-3.66%,-51.53%,-53.80%,-44.13%,-48.70%,-,0.37,5.69%,4.76%,0.89%,-36.79%,-47.65%,-60.30%,8.22%,-60.30%,8.22%,34.53,-4.82%,1.22%,1.20,159.41K,0.23,3.95,-3.66%,"36,272",Mar 08/a,11.10,
4725,XELB,"Xcel Brands, Inc.",Consumer Goods,Textile - Apparel Clothing,USA,44.37M,17.67,6.71,1.18,1.35,0.41,3.15,7.78,-,0.00%,0.13,-14.10%,16.67%,-24.30%,15.00%,23.00%,242.90%,-8.00%,18.88M,9.14M,15.90%,-,24.50%,-0.06%,0.19%,0.45,1.80%,2.70%,0.80%,2.10,2.10,0.24,0.30,99.40%,4.30%,8.40%,0.00%,-4.08%,-38.96%,-53.00%,-61.09%,-46.59%,1.73,0.31,8.23%,13.47%,-6.24%,-28.47%,-46.82%,-51.55%,30.56%,-65.18%,30.56%,41.86,9.30%,2.38%,2.00,38.72K,2.65,2.35,11.90%,"102,559",Mar 21/a,6.75,
4724,XEL,Xcel Energy Inc.,Utilities,Electric Utilities,USA,22.95B,20.43,18.40,3.84,2.07,2.08,271.62,-,3.20%,61.60%,2.21,13.80%,5.79%,5.10%,5.32%,0.80%,8.60%,5.60%,509.47M,506.76M,0.20%,-0.88%,72.10%,-0.01%,2.09%,4.20,2.80%,10.40%,6.30%,0.90,0.70,1.29,1.35,93.10%,19.90%,10.10%,0.49%,1.30%,11.56%,12.82%,16.57%,11.61%,0.15,0.45,0.93%,0.94%,0.69%,2.64%,9.00%,-0.86%,10.36%,-0.86%,20.54%,59.07,-0.20%,0.02%,5.00,2.53M,1.17,45.05,-0.18%,"2,944,242",Apr 27/b,61.12,
4723,XEC,Cimarex Energy Co.,Basic Materials,Independent Oil & Gas,USA,11.03B,-,19.82,-,8.78,4.64,16.90,-,0.27%,-,-4.64,82.20%,42.21%,-22.40%,1.50%,-6.50%,106.00%,22.80%,94.56M,93.64M,1.00%,-5.86%,93.70%,0.17%,2.89%,2.42,-9.20%,-17.90%,-9.80%,1.90,1.80,0.64,0.64,63.90%,-48.30%,-34.30%,-1.64%,-4.01%,-16.28%,-12.63%,6.52%,-14.09%,1.51,2.75,2.27%,2.30%,-1.93%,-4.15%,-9.57%,-14.30%,1.71%,-20.56%,13.67%,40.97,-0.90%,0.94%,2.10,1.12M,0.59,116.68,0.03%,"666,046",May 08/b,156.94,
4722,XCRA,Xcerra Corporation,Technology,Semiconductor Equipment & Materials,USA,532.53M,44.75,16.72,2.24,1.60,1.87,3.86,91.82,-,0.00%,0.22,-92.10%,63.69%,-47.90%,20.00%,5.40%,146.10%,10.80%,54.34M,52.81M,2.60%,0.00%,89.80%,-0.15%,0.90%,0.71,3.40%,4.60%,0.60%,4.60,3.40,0.07,0.08,44.10%,2.30%,3.90%,0.72%,10.73%,25.16%,71.63%,63.06%,28.27%,1.29,0.19,0.90%,2.01%,3.71%,8.39%,37.54%,-2.10%,31.19%,-2.10%,90.66%,66.11,-0.71%,0.00%,2.60,673.78K,1.26,9.80,-0.71%,"845,653",May 23/b,10.19,
4721,XCO,"EXCO Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,138.70M,-,-,-,0.51,-,15.24,-,-,-,-0.81,81.50%,-,-57.60%,-,-18.50%,47.50%,11.90%,283.06M,260.04M,1.10%,-82.35%,61.00%,0.03%,8.87%,14.55,-31.20%,26.60%,-23.90%,0.40,-,-,-,72.90%,-37.50%,-83.10%,-2.00%,-19.67%,-30.99%,-56.64%,-66.67%,-43.68%,0.68,0.04,6.62%,7.61%,-9.90%,-13.72%,-47.55%,-45.56%,4.26%,-74.35%,4.26%,40.08,-3.92%,0.69%,4.00,1.59M,0.53,0.49,-3.26%,"841,565",Mar 16/b,-,
